# lambda                   energy         congugate_lambda

0.361844533568033         1.43482522688177         8.71294816603741
0.361843879385573         1.43481952703725         8.71290732963043
0.361843216637559         1.43481375258893         8.71286596134638
0.361842545319044         1.43480790349476         8.71282406098578
0.361841865425798         1.43480197971896         8.71278162839552
0.361841176952787         1.43479598121874          8.7127386633737
0.361840479895655         1.43478990795728         8.71269516576221
0.361839774249278         1.43478375989105          8.7126511353565
0.361839060009174         1.43477753698211         8.71260657199354
0.361838337170131         1.43477123918621         8.71256147546621
0.36183760572754         1.43476486646435          8.7125158456065
0.361836865676098         1.43475841877152         8.71246968220464
0.36183611701107         1.43475189606764         8.71242298508762
0.361835359727061         1.43474529830692         8.71237575404304
0.361834593819213         1.43473862544824           8.712327988893
0.361833819282038         1.43473187744504         8.71227968942229
0.361833036110548         1.43472505425511         8.71223085544818
0.361832244299168          1.4347181558311         8.71218148675264
0.361831443842782         1.43471118212978         8.71213158314807
0.361830634735719         1.43470413310298         8.71208114441352
0.36182981697274         1.43469700870639         8.71203017035668
0.361828990548078         1.43468980889109         8.71197866075362
0.361828155456369         1.43468253361167         8.71192661540722
0.361827311691749         1.43467518281841         8.71187403409058
0.36182645924873         1.43466775646484         8.71182091660184
0.36182559812135         1.43466025450043         8.71176726271101
0.361824728303997         1.43465267687766         8.71171307221155
0.361823849790611         1.43464502354514         8.71165834487036
0.361822962575454         1.43463729445433         8.71160308047614
0.361822066652367           1.434629489553         8.71154727879264
0.361821162015488         1.43462160879155         8.71149093960393
0.361820248658557          1.4346136521169         8.71143406267056
0.361819326575589         1.43460561947839         8.71137664777187
0.361818395760221          1.4345975108221          8.7113186946651
0.361817456206345         1.43458932609633         8.71126020312512
0.361816507907492         1.43458106524627         8.71120117290572
0.361815550857434         1.43457272821918         8.71114160377713
0.361814585049598         1.43456431495939         8.71108149548986
0.36181361047763          1.4345558254131         8.71102084780954
0.361812627134852         1.43454725952375         8.71095966048314
0.361811635014788         1.43453861723652         8.71089793327174
0.361810634110655         1.43452989849393         8.71083566591896
0.361809624415849         1.43452110324012         8.71077285818119
0.361808605923482         1.43451223141671         8.71070950979851
0.361807578626829          1.4345032829668         8.71064562052285
0.36180654251889         1.43449425783111         8.71058119009063
0.361805497592817         1.43448515595166         8.71051621824924
0.361804443841504         1.43447597726826         8.71045070473154
0.361803381257975         1.43446672172192         8.71038464928039
0.361802309835016         1.43445738925149         8.71031805162486
0.361801229565528         1.43444797979694         8.71025091150337
0.361800140442183         1.43443849329618         8.71018322864131
0.36179904245776         1.43442892968813         8.71011500277254
0.361797935604818         1.43441928890978         8.71004623361871
0.361796819876013         1.43440957089897         8.70997692090908
0.36179569526379         1.43439977559175         8.70990706436157
0.36179456176068         1.43438990292491         8.70983666370096
0.361793419359016         1.43437995283353         8.70976571864124
0.361792268051202         1.43436992525335         8.70969422890276
0.361791107829456          1.4343598201185         8.70962219419556
0.361789938686059         1.43434963736365         8.70954961423552
0.361788760613112         1.43433937692194         8.70947648872879
0.361787573602771         1.43432903872701         8.70940281738659
0.361786377647021         1.43431862271101         8.70932859991128
0.36178517273789          1.4343081288065         8.70925383600948
0.361783958867246         1.43429755694465         8.70917852537944
0.361782736026994         1.43428690705697          8.7091026677235
0.36178150420888          1.4342761790736         8.70902626273568
0.361780263404683         1.43426537292501         8.70894931011383
0.361779013606031         1.43425448854033         8.70887180954794
0.361777754804576         1.43424352584894         8.70879376073127
0.361776486991824         1.43423248477899         8.70871516334971
0.361775210159301         1.43422136525876         8.70863601709197
0.361773924298392         1.43421016721538         8.70855632163984
0.361772629400495         1.43419889057607         8.70847607667738
0.361771325456872          1.4341875352669         8.70839528188226
0.361770012458794         1.43417610121403         8.70831393693397
0.3617686903974         1.43416458834251          8.7082320415059
0.36176735926383         1.43415299657738         8.70814959527302
0.361766019049102         1.43414132584266         8.70806659790444
0.361764669744226          1.4341295760623         8.70798304907054
0.361763311340094         1.43411774715927          8.7078989484361
0.361761943827587         1.43410583905643         8.70781429566698
0.361760567197472         1.43409385167569         8.70772909042358
0.361759181440498         1.43408178493879         8.70764333236707
0.361757786547305         1.43406963876658         8.70755702115355
0.361756382508513         1.43405741307972         8.70747015643959
0.361754969314635         1.43404510779798         8.70738273787684
0.361753546956158         1.43403272284089         8.70729476511722
0.361752115423465         1.43402025812713         8.70720623780798
0.361750674706913         1.43400771357516          8.7071171555963
0.361749224796756         1.43399508910255           8.707027518125
0.361747765683217         1.43398238462661         8.70693732503656
0.36174629735642         1.43396960006384         8.70684657596931
0.361744819806455         1.43395673533044         8.70675527056106
0.361743333023313         1.43394379034177         8.70666340844548
0.361741836996951         1.43393076501292         8.70657098925575
0.361740331717229         1.43391765925814         8.70647801262091
0.361738817173968         1.43390447299137         8.70638447816947
0.361737293356894         1.43389120612575          8.7062903855258
0.361735760255694         1.43387785857407          8.7061957343136
0.361734217859961         1.43386443024833         8.70610052415267
0.361732666159241         1.43385092106019         8.70600475466186
0.361731105142996         1.43383733092053         8.70590842545629
0.361729534800635         1.43382365973981         8.70581153615008
0.361727955121481         1.43380990742778         8.70571408635357
0.361726366094808         1.43379607389377         8.70561607567599
0.361724767709801         1.43378215904634         8.70551750372297
0.361723159955596         1.43376816279366         8.70541837009887
0.361721542821239         1.43375408504313         8.70531867440456
0.361719916295725         1.43373992570174         8.70521841623947
0.361718280367966         1.43372568467575         8.70511759519971
0.361716635026814         1.43371136187095         8.70501621087975
0.361714980261039          1.4336969571924          8.7049142628708
0.361713316059354         1.43368247054472         8.70481175076241
0.361711642410388          1.4336679018318         8.70470867414094
0.361709959302711         1.43365325095703         8.70460503259094
0.361708266724812         1.43363851782312          8.7045008256938
0.361706564665116         1.43362370233226          8.7043960530291
0.361704853111971         1.43360880438596         8.70429071417326
0.361703132053657          1.4335938238852          8.7041848087009
0.361701401478376         1.43357876073027          8.7040783361833
0.361699661374267         1.43356361482092         8.70397129619004
0.361697911729386         1.43354838605624         8.70386368828753
0.361696152531725         1.43353307433475         8.70375551204004
0.361694383769194          1.4335176795543           8.703646767009
0.361692605429639         1.43350220161217         8.70353745275358
0.361690817500822           1.433486640405         8.70342756883004
0.361689019970443         1.43347099582881         8.70331711479245
0.361687212826115         1.43345526777897         8.70320609019186
0.361685396055388         1.43343945615029         8.70309449457713
0.361683569645728         1.43342356083687         8.70298232749422
0.361681733584533         1.43340758173224          8.7028695884867
0.361679887859121         1.43339151872925         8.70275627709532
0.361678032456738         1.43337537172017         8.70264239285836
0.361676167364549         1.43335914059657         8.70252793531134
0.36167429256965         1.43334282524941         8.70241290398724
0.361672408059053         1.43332642556901          8.7022972984162
0.361670513819701         1.43330994144506         8.70218111812596
0.361668609838454         1.43329337276655         8.70206436264134
0.361666696102098         1.43327671942188         8.70194703148458
0.361664772597338         1.43325998129875         8.70182912417522
0.361662839310809         1.43324315828426         8.70171064023013
0.361660896229057         1.43322625026478         8.70159157916334
0.361658943338559         1.43320925712609         8.70147194048627
0.361656980625707         1.43319217875326         8.70135172370752
0.361655008076818         1.43317501503074         8.70123092833304
0.361653025678129         1.43315776584225         8.70110955386589
0.361651033415795         1.43314043107092         8.70098759980654
0.361649031275894         1.43312301059913         8.70086506565247
0.361647019244423         1.43310550430866         8.70074195089862
0.361644997307298         1.43308791208054         8.70061825503682
0.361642965450354         1.43307023379519         8.70049397755646
0.361640923659346         1.43305246933229         8.70036911794375
0.361638871919947         1.43303461857088         8.70024367568236
0.361636810217747         1.43301668138927         8.70011765025289
0.361634738538257         1.43299865766513         8.69999104113331
0.361632656866903         1.43298054727539         8.69986384779853
0.361630565189031         1.43296235009632         8.69973606972075
0.361628463489899         1.43294406600348         8.69960770636908
0.361626351754687         1.43292569487171         8.69947875721001
0.361624229968488         1.43290723657517         8.69934922170687
0.361622098116314         1.43288869098733         8.69921909932026
0.36161995618309         1.43287005798091         8.69908838950767
0.361617804153657         1.43285133742794         8.69895709172387
0.361615642012771         1.43283252919972         8.69882520542047
0.361613469745104         1.43281363316688         8.69869273004622
0.36161128733524         1.43279464919927         8.69855966504689
0.361609094767679         1.43277557716605          8.6984260098653
0.361606892026834         1.43275641693565         8.69829176394114
0.36160467909703         1.43273716837576         8.69815692671123
0.361602455962507         1.43271783135336         8.69802149760928
0.361600222607418         1.43269840573467         8.69788547606608
0.361597979015824          1.4326788913852          8.6977488615092
0.361595725171702         1.43265928816968         8.69761165336326
0.36159346105894         1.43263959595214         8.69747385104983
0.361591186661334         1.43261981459583         8.69733545398738
0.361588901962596         1.43259994396327         8.69719646159114
0.361586606946343         1.43257998391622         8.69705687327352
0.361584301596105         1.43255993431568         8.69691668844351
0.361581985895321         1.43253979502191         8.69677590650721
0.36157965982734         1.43251956589437         8.69663452686737
0.361577323375419         1.43249924679179         8.69649254892374
0.361574976522724         1.43247883757212         8.69634997207279
0.361572619252327         1.43245833809253         8.69620679570787
0.361570251547211         1.43243774820943         8.69606301921908
0.361567873390264         1.43241706777843         8.69591864199341
0.361565484764282         1.43239629665438         8.69577366341443
0.361563085651968         1.43237543469134         8.69562808286268
0.361560676035928         1.43235448174257         8.69548189971534
0.361558255898679         1.43233343766055         8.69533511334634
0.361555825222638         1.43231230229696         8.69518772312632
0.36155338399013         1.43229107550267         8.69503972842263
0.361550932183383         1.43226975712778         8.69489112859932
0.361548469784531         1.43224834702156         8.69474192301712
0.361545996775611         1.43222684503248         8.69459211103345
0.36154351313856         1.43220525100816         8.69444169200227
0.361541018855223         1.43218356479549         8.69429066527431
0.361538513907343         1.43216178624044         8.69413903019687
0.361535998276567         1.43213991518823         8.69398678611383
0.361533471944445         1.43211795148323         8.69383393236567
0.361530934892424         1.43209589496897         8.69368046828949
0.361528387101855         1.43207374548815         8.69352639321889
0.361525828553989         1.43205150288264         8.69337170648406
0.361523259229974         1.43202916699346         8.69321640741166
0.36152067911086         1.43200673766079           8.693060495325
0.361518088177596         1.43198421472397         8.69290396954373
0.361515486411027         1.43196159802146         8.69274682938407
0.361512873791898          1.4319388873909         8.69258907415872
0.361510250300851         1.43191608266903         8.69243070317681
0.361507615918423         1.43189318369176         8.69227171574385
0.361504970625051         1.43187019029412          8.6921121111619
0.361502314401066         1.43184710231025         8.69195188872935
0.361499647226695         1.43182391957344         8.69179104774093
0.361496969082059         1.43180064191609         8.69162958748789
0.361494279947176          1.4317772691697         8.69146750725768
0.361491579801955         1.43175380116492         8.69130480633419
0.361488868626202         1.43173023773147          8.6911414839976
0.361486146399613         1.43170657869819          8.6909775395244
0.361483413101779         1.43168282389302         8.69081297218739
0.361480668712181           1.431658973143          8.6906477812556
0.361477913210195         1.43163502627424         8.69048196599439
0.361475146575085         1.43161098311196         8.69031552566524
0.361472368786006         1.43158684348044         8.69014845952602
0.361469579822004         1.43156260720307         8.68998076683065
0.361466779662014         1.43153827410229          8.6898124468293
0.361463968284862         1.43151384399962         8.68964349876837
0.361461145669259         1.43148931671563         8.68947392189027
0.361458311793806         1.43146469206997         8.68930371543369
0.361455466636992         1.43143996988133         8.68913287863335
0.361452610177192         1.43141514996748         8.68896141072007
0.361449742392668          1.4313902321452         8.68878931092082
0.361446863261568         1.43136521623034         8.68861657845856
0.361443972761923         1.43134010203777         8.68844321255225
0.361441070871651         1.43131488938142         8.68826921241706
0.361438157568555         1.43128957807422         8.68809457726395
0.361435232830319         1.43126416792813         8.68791930629999
0.361432296634512         1.43123865875415         8.68774339872818
0.361429348958585         1.43121305036228         8.68756685374748
0.36142638977987         1.43118734256154         8.68738967055277
0.361423419075581         1.43116153515993         8.68721184833483
0.361420436822813         1.43113562796447         8.68703338628032
0.361417442998542         1.43110962078118         8.68685428357186
0.361414437579621         1.43108351341508          8.6866745393878
0.361411420542785         1.43105730567013         8.68649415290237
0.361408391864644         1.43103099734932         8.68631312328557
0.361405351521689         1.43100458825461         8.68613144970333
0.361402299490286         1.43097807818688         8.68594913131709
0.361399235746679         1.43095146694605          8.6857661672843
0.361396160266987         1.43092475433096         8.68558255675799
0.361393073027205         1.43089794013939         8.68539829888692
0.361389974003201         1.43087102416811         8.68521339281558
0.361386863170719         1.43084400621281         8.68502783768405
0.361383740505376         1.43081688606812         8.68484163262814
0.361380605982662         1.43078966352761         8.68465477677914
0.361377459577937         1.43076233838379          8.6844672692641
0.361374301266435         1.43073491042808         8.68427910920557
0.361371131023259          1.4307073794508         8.68409029572163
0.361367948823385         1.43067974524123         8.68390082792589
0.361364754641654         1.43065200758751         8.68371070492757
0.361361548452781         1.43062416627672         8.68351992583125
0.361358330231344         1.43059622109482         8.68332848973703
0.361355099951793         1.43056817182663         8.68313639574047
0.361351857588442         1.43054001825592         8.68294364293255
0.361348603115472         1.43051176016527         8.68275023039954
0.36134533650693          1.4304833973362         8.68255615722323
0.361342057736725         1.43045492954903         8.68236142248068
0.361338766778634           1.430426356583         8.68216602524425
0.361335463606295         1.43039767821616         8.68196996458167
0.361332148193208         1.43036889422546         8.68177323955595
0.361328820512737         1.43034000438663         8.68157584922518
0.361325480538105          1.4303110084743         8.68137779264294
0.361322128242397         1.43028190626189          8.6811790688578
0.361318763598555         1.43025269752167         8.68097967691366
0.361315386579385          1.4302233820247         8.68077961584943
0.361311997157547          1.4301939595409         8.68057888469923
0.361308595305558         1.43016442983894         8.68037748249232
0.361305180995795         1.43013479268635          8.6801754082529
0.361301754200488         1.43010504784941          8.6799726610004
0.361298314891725          1.4300751950932         8.67976923974912
0.361294863041444         1.43004523418158         8.67956514350848
0.36129139862144          1.4300151648772         8.67936037128277
0.361287921603362         1.42998498694148         8.67915492207123
0.361284431958706         1.42995470013457         8.67894879486814
0.361280929658825          1.4299243042154         8.67874198866251
0.361277414674917         1.42989379894165         8.67853450243836
0.361273886978033         1.42986318406972         8.67832633517445
0.361270346539073         1.42983245935478         8.67811748584434
0.361266793328782         1.42980162455071         8.67790795341651
0.361263227317756          1.4297706794101         8.67769773685403
0.361259648476434         1.42973962368428         8.67748683511475
0.361256056775102         1.42970845712326          8.6772752471513
0.361252452183891         1.42967717947576         8.67706297191082
0.361248834672773         1.42964579048921         8.67685000833523
0.361245204211567         1.42961428990972         8.67663635536105
0.36124156076993         1.42958267748205         8.67642201191928
0.361237904317364         1.42955095294968         8.67620697693553
0.361234234823208          1.4295191160547         8.67599124933001
0.361230552256643         1.42948716653792         8.67577482801729
0.361226856586685         1.42945510413875         8.67555771190647
0.361223147782191         1.42942292859526          8.6753398999011
0.361219425811853         1.42939063964415          8.6751213908991
0.3612156906442         1.42935823702075         8.67490218379277
0.361211942247594         1.42932572045901         8.67468227746875
0.361208180590231         1.42929308969151         8.67446167080798
0.361204405640143          1.4292603444494          8.6742403626857
0.36120061736519         1.42922748446243         8.67401835197136
0.361196815733065         1.42919450945898         8.67379563752868
0.361193000711292         1.42916141916597         8.67357221821555
0.361189172267222          1.4291282133089         8.67334809288385
0.361185330368037         1.42909489161184         8.67312326037986
0.361181474980742         1.42906145379742         8.67289771954369
0.361177606072173         1.42902789958681         8.67267146920969
0.361173723608987         1.42899422869972          8.6724445082061
0.361169827557668         1.42896044085439         8.67221683535517
0.361165917884523          1.4289265357676         8.67198844947309
0.361161994555679         1.42889251315463         8.67175934937005
0.361158057537086         1.42885837272926         8.67152953385001
0.361154106794515         1.42882411420379          8.6712990017108
0.361150142293554         1.42878973728899         8.67106775174415
0.36114616399961         1.42875524169411         8.67083578273545
0.361142171877907         1.42872062712689         8.67060309346386
0.361138165893484         1.42868589329351         8.67036968270227
0.361134146011196         1.42865103989862         8.67013554921723
0.361130112195712          1.4286160666453         8.66990069176889
0.361126064411512         1.42858097323509         8.66966510911104
0.361122002622889         1.42854575936793         8.66942879999098
0.361117926793946          1.4285104247422         8.66919176314955
0.361113836888595         1.42847496905467         8.66895399732109
0.361109732870557         1.42843939200054         8.66871550123337
0.36110561470336         1.42840369327333         8.66847627360757
0.361101482350337         1.42836787256503         8.66823631315821
0.361097335774627         1.42833192956594         8.66799561859317
0.361093174939171         1.42829586396475         8.66775418861358
0.361088999806713         1.42825967544847         8.66751202191388
0.3610848103398         1.42822336370249         8.66726911718168
0.361080606500778         1.42818692841051         8.66702547309776
0.36107638825179         1.42815036925455         8.66678108833608
0.361072155554779         1.42811368591495          8.6665359615636
0.361067908371483         1.42807687807035         8.66629009144037
0.361063646663438         1.42803994539768         8.66604347661949
0.361059370391971         1.42800288757215         8.66579611574696
0.361055079518202         1.42796570426724         8.66554800746174
0.361050774003044         1.42792839515471         8.66529915039565
0.361046453807199         1.42789095990453         8.66504954317341
0.361042118891158         1.42785339818495         8.66479918441246
0.361037769215201         1.42781570966243         8.66454807272303
0.361033404739393         1.42777789400165         8.66429620670801
0.361029025423584         1.42773995086549         8.66404358496304
0.361024631227409         1.42770187991504         8.66379020607634
0.361020222110284         1.42766368080957         8.66353606862866
0.361015798031407         1.42762535320653         8.66328117119333
0.361011358949755         1.42758689676152         8.66302551233622
0.361006904824084         1.42754831112831         8.66276909061552
0.361002435612926         1.42750959595878         8.66251190458186
0.360997951274591         1.42747075090298         8.66225395277826
0.36099345176716         1.42743177560905         8.66199523374001
0.36098893704849         1.42739266972324         8.66173574599468
0.360984407076206          1.4273534328899         8.66147548806196
0.360979861807705         1.42731406475146          8.6612144584538
0.360975301200154         1.42727456494843         8.66095265567422
0.360970725210483         1.42723493311935         8.66069007821926
0.360966133795392         1.42719516890085         8.66042672457707
0.360961526911341         1.42715527192755          8.6601625932276
0.360956904514557         1.42711524183213         8.65989768264292
0.360952266561024         1.42707507824526         8.65963199128682
0.360947613006488          1.4270347807956         8.65936551761494
0.360942943806454         1.42699434910981         8.65909826007463
0.360938258916181         1.42695378281251         8.65883021710506
0.360933558290684          1.4269130815263         8.65856138713695
0.360928841884733         1.42687224487171         8.65829176859268
0.360924109652847         1.42683127246719         8.65802135988616
0.360919361549299         1.42679016392914         8.65775015942284
0.360914597528107         1.42674891887184          8.6574781655995
0.360909817543039          1.4267075369075         8.65720537680444
0.360905021547607         1.42666601764616         8.65693179141724
0.360900209495067         1.42662436069576         8.65665740780878
0.360895381338418          1.4265825656621         8.65638222434111
0.360890537030397         1.42654063214879         8.65610623936753
0.360885676523484         1.42649855975729         8.65582945123236
0.360880799769892         1.42645634808684         8.65555185827104
0.360875906721573         1.42641399673453            8.65527345881
0.36087099733021         1.42637150529519         8.65499425116663
0.360866071547219         1.42632887336142         8.65471423364913
0.360861129323747          1.4262861005236         8.65443340455663
0.360856170610667         1.42624318636983         8.65415176217891
0.360851195358583         1.42620013048593         8.65386930479648
0.360846203517819         1.42615693245546         8.65358603068058
0.360841195038426         1.42611359185963         8.65330193809298
0.360836169870174         1.42607010827738         8.65301702528592
0.360831127962553         1.42602648128527         8.65273129050219
0.360826069264771         1.42598271045754         8.65244473197489
0.36082099372575         1.42593879536605         8.65215734792759
0.360815901294129         1.42589473558029         8.65186913657393
0.360810791918256         1.42585053066733         8.65158009611793
0.360805665546191         1.42580618019185         8.65129022475369
0.360800522125699         1.42576168371609         8.65099952066539
0.360795361604255         1.42571704079985         8.65070798202721
0.360790183929036         1.42567225100048         8.65041560700336
0.360784989046921         1.42562731387281         8.65012239374778
0.36077977690449         1.42558222896923         8.64982834040434
0.36077454744802         1.42553699583959         8.64953344510663
0.360769300623485          1.4254916140312          8.6492377059779
0.360764036376553         1.42544608308885         8.64894112113103
0.360758754652584         1.42540040255476         8.64864368866845
0.360753455396628         1.42535457196858         8.64834540668199
0.360748138553421         1.42530859086733         8.64804627325296
0.360742804067387         1.42526245878547         8.64774628645194
0.360737451882632         1.42521617525477         8.64744544433883
0.360732081942945         1.42516973980441         8.64714374496262
0.360726694191792         1.42512315196085         8.64684118636151
0.360721288572318         1.42507641124788         8.64653776656264
0.36071586502734         1.42502951718662         8.64623348358221
0.360710423499351         1.42498246929542         8.64592833542522
0.360704963930512         1.42493526708992         8.64562232008558
0.360699486262652         1.42488791008298         8.64531543554579
0.360693990437268          1.4248403977847         8.64500767977713
0.360688476395515         1.42479272970237         8.64469905073944
0.360682944078216         1.42474490534047         8.64438954638102
0.360677393425848         1.42469692420064         8.64407916463862
0.360671824378545         1.42464878578167         8.64376790343734
0.360666236876097         1.42460048957947         8.64345576069053
0.360660630857942         1.42455203508704         8.64314273429976
0.36065500626317         1.42450342179449         8.64282882215462
0.360649363030518         1.42445464918899          8.6425140221328
0.360643701098363         1.42440571675473         8.64219833209989
0.360638020404728         1.42435662397295         8.64188174990927
0.360632320887274         1.42430737032188         8.64156427340226
0.360626602483296         1.42425795527673          8.6412459004077
0.360620865129727         1.42420837830968         8.64092662874205
0.360615108763128         1.42415863888984         8.64060645620937
0.36060933331969         1.42410873648324         8.64028538060102
0.360603538735231          1.4240586705528         8.63996339969577
0.360597724945192         1.42400844055833         8.63964051125962
0.360591891884633         1.42395804595647         8.63931671304569
0.360586039488235          1.4239074862007         8.63899200279424
0.360580167690291         1.42385676074131         8.63866637823246
0.360574276424711         1.42380586902536         8.63833983707435
0.36056836562501         1.42375481049669         8.63801237702079
0.360562435224314         1.42370358459587         8.63768399575935
0.36055648515535         1.42365219076018         8.63735469096413
0.360550515350448          1.4236006284236         8.63702446029574
0.360544525741536         1.42354889701676         8.63669330140129
0.360538516260139         1.42349699596696         8.63636121191409
0.360532486837372          1.4234449246981         8.63602818945372
0.360526437403941         1.42339268263067         8.63569423162586
0.360520367890139         1.42334026918175         8.63535933602214
0.360514278225842         1.42328768376497         8.63502350022025
0.360508168340506         1.42323492579043          8.6346867217835
0.360502038163167          1.4231819946648          8.6343489982611
0.360495887622431         1.42312888979116         8.63401032718764
0.36048971664648         1.42307561056905         8.63367070608339
0.360483525163062         1.42302215639446         8.63333013245393
0.360477313099489         1.42296852665972         8.63298860379018
0.360471080382637         1.42291472075357         8.63264611756813
0.360464826938938         1.42286073806106         8.63230267124898
0.360458552694383         1.42280657796356         8.63195826227879
0.360452257574509         1.42275223983874         8.63161288808852
0.360445941504408         1.42269772306051         8.63126654609388
0.360439604408714         1.42264302699902         8.63091923369507
0.360433246211602          1.4225881510206         8.63057094827702
0.360426866836788         1.42253309448779         8.63022168720886
0.360420466207521         1.42247785675926         8.62987144784416
0.360414044246583         1.42242243718978         8.62952022752057
0.360407600876282         1.42236683513024         8.62916802355978
0.360401136018454         1.42231104992754         8.62881483326748
0.360394649594451         1.42225508092468         8.62846065393309
0.360388141525147         1.42219892746059         8.62810548282984
0.360381611730926         1.42214258887022         8.62774931721431
0.360375060131684         1.42208606448444         8.62739215432678
0.360368486646824         1.42202935363002         8.62703399139068
0.360361891195247         1.42197245562962         8.62667482561272
0.360355273695359         1.42191536980174         8.62631465418261
0.360348634065056         1.42185809546072         8.62595347427306
0.360341972221727         1.42180063191666         8.62559128303958
0.360335288082247         1.42174297847539         8.62522807762033
0.360328581562977         1.42168513443852         8.62486385513609
0.360321852579753          1.4216270991033         8.62449861268997
0.36031510104789         1.42156887176266         8.62413234736743
0.360308326882173         1.42151045170512         8.62376505623606
0.360301529996852         1.42145183821484         8.62339673634546
0.360294710305643         1.42139303057147         8.62302738472712
0.36028786772172         1.42133402805024         8.62265699839428
0.36028100215771         1.42127482992182          8.6222855743417
0.360274113525693         1.42121543545235         8.62191310954569
0.360267201737193          1.4211558439034         8.62153960096385
0.360260266703177         1.42109605453189         8.62116504553489
0.36025330833405         1.42103606659013         8.62078944017867
0.360246326539648         1.42097587932568         8.62041278179581
0.360239321229238          1.4209154919814         8.62003506726767
0.36023229231151          1.4208549037954         8.61965629345625
0.360225239694573         1.42079411400099         8.61927645720396
0.360218163285952          1.4207331218266         8.61889555533345
0.360211062992583         1.42067192649582         8.61851358464753
0.360203938720808         1.42061052722732         8.61813054192897
0.360196790376368         1.42054892323481         8.61774642394037
0.360189617864402         1.42048711372701         8.61736122742391
0.360182421089441         1.42042509790761         8.61697494910135
0.360175199955401         1.42036287497522         8.61658758567373
0.360167954365583         1.42030044412336         8.61619913382129
0.360160684222661         1.42023780454037         8.61580959020325
0.360153389428685         1.42017495540942          8.6154189514577
0.360146069885068         1.42011189590844         8.61502721420131
0.360138725492589         1.42004862521008         8.61463437502939
0.360131356151381         1.41998514248168         8.61424043051547
0.360123961760929         1.41992144688523         8.61384537721134
